entity,attribute_camel,attribute_snake,description
PostsecondaryInstitution,hasInstitutionallyControlledHousingStatus,has_institutionally_controlled_housing_status,"An indication of whether an institution has any residence hall or housing facility located on- or off-campus that is owned or controlled by an institution and used by the institution in direct support of or in a manner related to, the institution's educational purposes."
PostsecondaryStaffEmployment,hasInstructionCreditType,has_instruction_credit_type,"A designation of the type(s) of instruction being delivered by staff whose primary responsibility is instruction. Instruction that is for ""credit"" can be applied toward the requirements for a postsecondary degree, diploma, certificate or other formal award."
PostsecondaryStudentEnrollment,hasInstructionalActivityHoursType,has_instructional_activity_hours_type,The unit of measure of student instructional activity.
PostsecondaryStaffEmployment,hasInstructionalStaffFacultyTenureStatus,has_instructional_staff_faculty_tenure_status,"An indicator of the type of faculty status a person has if, by institutional definition, a staff member has faculty status."
PostsecondaryStaffEmployment,hasInstructionalStaffStatus,has_instructional_staff_status,Staff whose primary function/occupational activity is primarily instruction or instruction combined with research and/or public service. Does not include medical school staff.
PersonHealth,hasInsuranceCoverage,has_insurance_coverage,The nature of insurance covering an person's hospitalization and other health or medical care.
LocalEducationAgencyFederalReporting,hasIntegratedTechnologyStatus,has_integrated_technology_status,"An indication of the extent to which the district has effectively and fully integrated technology, as defined by the state."
Organization,hasInterdisciplinaryIndicator,has_interdisciplinary_indicator,"An indication that the course, projects, and/or learning activities develop knowledge and skills across multiple subject areas and highlight connections between subject area domains, with formal collaboration among teachers across subject areas."
PersonDigitalAccess,hasInternetAccessInResidence,has_internet_access_in_residence,An indication of whether the student is able to access the internet in their primary place of residence.
PersonDigitalAccess,hasInternetAccessTypeInResidence,has_internet_access_type_in_residence,The primary type of internet service used in the student's primary place of residence.
PersonDigitalAccess,hasInternetPerformanceInResidence,has_internet_performance_in_residence,"An indication of whether the student can complete the full range of learning activities, including video streaming and assignment upload, without interruptions caused by poor internet performance in their primary place of residence."
EarlyLearningStaffAssignment,hasItinerantProvider,has_itinerant_provider,An indication of whether a person provides services at more than one site.
Job,hasJobCompetency,has_job_competency,References information related to the relationship between a job and the competency or competencies required for that job.
Job,hasJobCredential,has_job_credential,References the relationship between a job and credential or credentials required for that job.
Job,hasJobDetail,has_job_detail,References information about a job.
Job,hasJobIdentification,has_job_identification,References a unique number or alphanumeric code used to identify a job.
JobIdentification,hasJobIdentificationSystem,has_job_identification_system,A coding scheme that is used by an organization for identification and record keeping purposes to refer to a job.
JobPosition,hasJobPositionDetail,has_job_position_detail,References information about the job position.
JobPosition,hasJobPositionIdentification,has_job_position_identification,References a unique number or alphanumeric code used to identify a job position.
JobPositionIdentification,hasJobPositionIdentificationSystem,has_job_position_identification_system,A coding scheme that is used by an organization for identification and record keeping purposes to refer to a job position.
JobPositionStatusDetail,hasJobPositionStatus,has_job_position_status,A value defining the status of the job position.
JobPositionStatusDetail,hasJobPositionStatusCancelledReason,has_job_position_status_cancelled_reason,The reason why the job position was given the job position status of cancelled.
JobPosition,hasJobPositionStatusDetail,has_job_position_status_detail,References information defining the status of a job position.
Organization,hasJusticeFacilityIndicator,has_justice_facility_indicator,"An indication a facility is a public or private facility that confines pre-adjudicated/pre-convicted individuals, post-adjudicated/post-convicted individuals, or both."
K12School,hasK12CharterSchoolAuthorizerAgency,has_k12_charter_school_authorizer_agency,References the relationship between a K12 Charter School and the Agency that authorized the school.
K12Course,hasK12EndOfCourseRequirement,has_k12_end_of_course_requirement,An indication that this course has an end of course examination required by the SEA or LEA.
K12StudentEnrollment,hasK12OrganizationStudentResponsibility,has_k12_organization_student_responsibility,"References information using CEDS elements ""Responsible School Type"" and ""Responsible District Type"". Different organizations may be responsible for attendance, accountability, funding, IEP, and transportation for a single enrollment."
Organization,hasK12ProgramOrService,has_k12_program_or_service,References information on the programs and services offered by an LEA or school.
K12School,hasK12SchoolCorrectiveAction,has_k12_school_corrective_action,References the types of corrective actions utilized by a K12 school under ESEA as amended.
K12School,hasK12SchoolImprovement,has_k12_school_improvement,References information on the improvement status for a K12 school.
K12School,hasK12SchoolStatus,has_k12_school_status,References the collection of status values for a K12 school.
K12StudentEnrollment,hasK12StudentAcademicHonor,has_k12_student_academic_honor,References academic distinctions earned or awarded to a K12 student.
K12StudentEnrollment,hasK12StudentAcademicRecord,has_k12_student_academic_record,References the summary level academic record for a K12 student including graduation information.
K12StudentEnrollment,hasK12StudentActivity,has_k12_student_activity,References information linking a K12 student to activities they participate in.
K12StudentEnrollment,hasK12StudentCohort,has_k12_student_cohort,References information on the cohort for a K12 student.
TeacherStudentDataLinkExclusion,hasK12StudentCourseSection,has_k12_student_course_section,"References a specific type of Membership that represents a student’s enrollment in a specific course section, characterized by properties related to their participation and performance over a defined period of time."
StudentCourseSectionEnrollment,hasK12StudentCourseSectionMark,has_k12_student_course_section_mark,References the detail information for the reason and action taken for a discipline event of a K12 student.
K12StudentEnrollment,hasK12StudentDiscipline,has_k12_student_discipline,References the detail information for the reason and action taken for a discipline event of a K12 student.
K12StudentEnrollment,hasK12StudentDropout,has_k12_student_dropout,References information about a student who has dropped out or potentially may have dropped out of a K12 school.
K12StudentEnrollment,hasK12StudentDropoutReason,has_k12_student_dropout_reason,References information about the reason or reasons related to a student dropping out of a K12 school.
K12StudentEnrollment,hasK12StudentEmployment,has_k12_student_employment,References employment information for a K12 Student.
K12StudentDiscipline,hasK12StudentEnrollment,has_k12_student_enrollment,References information about a student enrollment that is unique to the K12 context.
K12StudentEnrollment,hasK12StudentGraduationPlan,has_k12_student_graduation_plan,References the plan of courses a K-12 student will take to graduate from high school.
K12StudentEnrollment,hasK12StudentHomeLanguageSurvey,has_k12_student_home_language_survey,References information captured on an English learner home language survey.
K12StudentEnrollment,hasK12StudentLiteracyAssessment,has_k12_student_literacy_assessment,References information about literacy assessment given to a K12 student.
Organization,hasK12TitleIIILanguageInstruction,has_k12_title_iii_language_instruction,References the collection of Title III language instructional programs offered by an LEA.
K12ProgramOrService,hasKindergartenDailyLength,has_kindergarten_daily_length,The portion of a day that a kindergarten program is provided to the students it serves.
ProgramParticipation,hasKindergartenProgramParticipationType,has_kindergarten_program_participation_type,The type of Kindergarten program the student is enrolled in.
AssessmentRegistration,hasLEAFullAcademicYear,has_lea_full_academic_year,"An indication of whether a student was in membership in the LEA education unit for a full academic year, according to the state's definition of Full Academic Year."
LocalEducationAgencyPolicy,hasLEAGFSAAssuranceofComplianceIndicator,has_leagfsa_assuranceof_compliance_indicator,"Indicates if a Local Education Agency (LEA) has provided an assurance that it is in compliance with the State law requiring that a student who brings a firearm to school, or possesses a firearm at school, be expelled for one year, except that such State law shall allow the chief administering officer of a local educational agency to modify such expulsion requirement for a student on a case-by-case basis if such modification is in writing."
LocalEducationAgencyPolicy,hasLEAGFSAPolicyAssuranceIndicator,has_leagfsa_policy_assurance_indicator,Indicates if a Local Education Agency has provided an assurance that it is in compliance with the requirement in Section 4141(h) that an LEA receiving ESEA funds have in place a policy requiring referral to the criminal justice or juvenile delinquency system of any student who brings a firearm to a school or possesses a firearm at school.
EarlyLearningClassSection,hasLanguageTranslationPolicy,has_language_translation_policy,Indicates that the organization or class/group has translation services available .
PersonLanguage,hasLanguageType,has_language_type,An indication of the function and context in which a person uses a language to communicate.
AssessmentItemResponse,hasLearnerAction,has_learner_action,References information about clickstream data for online assessments and other experiences such as is used by intelligent tutoring systems. The model is compatible with the structure of data found in Experience API (xAPI) specification.
LearnerAction,hasLearnerActionType,has_learner_action_type,The type of action taken by the learner.
LearnerActivity,hasLearnerActivityAddToGradeBookFlag,has_learner_activity_add_to_grade_book_flag,Identifies the assignment as one that is graded.
LearnerActivity,hasLearnerActivityLanguage,has_learner_activity_language,The default language used for the assignment.
LearnerActivity,hasLearnerActivityMaximumTimeAllowedUnit,has_learner_activity_maximum_time_allowed_unit,The unit of time of the Maximum Time Allowed value.
LearnerActivity,hasLearnerActivityType,has_learner_activity_type,The type of work assigned to the learner.
LearningResource,hasLearningResourceAccessAPIType,has_learning_resource_access_api_type,Indicates that the learning resource is compatible with the referenced accessibility application programming interface (API).
LearningResource,hasLearningResourceAccessHazardType,has_learning_resource_access_hazard_type,A characteristic of the described learning resource that is physiologically dangerous to some users.
LearningResource,hasLearningResourceAccessModeType,has_learning_resource_access_mode_type,"An access mode through which the intellectual content of a described learning resource or adaptation is communicated; if adaptations for the resource are known, the access modes of those adaptations are not included."
LearningResource,hasLearningResourceAccessRightsURL,has_learning_resource_access_rights_url,A Uniform Resource Locator (URL) that identifies the conditions that govern the user's ability to access a learning resource.
LearningResource,hasLearningResourceAdaptation,has_learning_resource_adaptation,References information that links a learning resource record to one or more available aptations based on this resource.
LearningResource,hasLearningResourceAssistiveTechnologiesCompatibleIndicator,has_learning_resource_assistive_technologies_compatible_indicator,Indicates that the learning resource is compatible with assistive technologies.
LearningResource,hasLearningResourceAuthorType,has_learning_resource_author_type,"The type of entity, organization or person, that authored the learning resource."
LearningResource,hasLearningResourceBookFormatType,has_learning_resource_book_format_type,Specifies the format for a learning resource that is a book. Other options may be considered for inclusion in the option set.
CompetencyDefinitionAssociation,hasLearningResourceCompetencyAlignmentType,has_learning_resource_competency_alignment_type,The alignment relationship between the resource and a competency definition object.
LearningResource,hasLearningResourceControlFlexibilityType,has_learning_resource_control_flexibility_type,Identifies a single input method that is sufficient to control the described learning resource.
LearningResource,hasLearningResourceDigitalMediaSubType,has_learning_resource_digital_media_sub_type,"The media or file subtype of the digital resource being based on the Media Types and Subtypes, formerly known as MIME types, defined by the Internet Assigned Numbers Authority (IANA)."
LearningResource,hasLearningResourceDigitalMediaType,has_learning_resource_digital_media_type,The media or file type of the digital resource being based on the media types defined by the Internet Assigned Numbers Authority (AINA) at http://www.iana.org/assignments/media-types.
LearningResource,hasLearningResourceEducationLevel,has_learning_resource_education_level,"The education level, grade level or primary instructional level at which a Learning Resource is intended."
LearningResource,hasLearningResourceEducationalUse,has_learning_resource_educational_use,The purpose of the work in the context of education.
LearningResourceIdentification,hasLearningResourceIdentificationSystem,has_learning_resource_identification_system,A coding scheme that is used for identification and record-keeping purposes to refer to a learning resource.
LearningResource,hasLearningResourceIdentifier,has_learning_resource_identifier,A unique number or alphanumeric code assigned to a learning resource by an organization.
LearningResource,hasLearningResourceIntendedEndUserRole,has_learning_resource_intended_end_user_role,The individual or group for which the resource was produced.
LearningResource,hasLearningResourceInteractionMode,has_learning_resource_interaction_mode,"The primary type of interaction, synchronous or asynchronous, defined for the learning resource."
LearningResource,hasLearningResourceInteractivityType,has_learning_resource_interactivity_type,"The predominate mode of learning supported by the learning resource. Acceptable values are active, expositive, or mixed."
LearningResource,hasLearningResourceLanguage,has_learning_resource_language,The primary language of the resource.
LearningResource,hasLearningResourceMediaFeature,has_learning_resource_media_feature,References information that links a learning resource record to one or more media features.
LearningResourceMediaFeature,hasLearningResourceMediaFeatureType,has_learning_resource_media_feature_type,Accessible content features included with the learning resource.
LearningResource,hasLearningResourceOrder,has_learning_resource_order,References information related to an organization ordering or purchasing a learning resource.
LearningResource,hasLearningResourcePhysicalMedia,has_learning_resource_physical_media,References information about physical media on which the Learning Resource is delivered or available.
LearningResourcePhysicalMedia,hasLearningResourcePhysicalMediaType,has_learning_resource_physical_media_type,A type of physical media on which the Learning Resource is delivered or available.
LearningResourceStatusDetail,hasLearningResourceStatus,has_learning_resource_status,The status of the Learning Resource as of the status start date.
LearningResource,hasLearningResourceStatusDetail,has_learning_resource_status_detail,References the current status of a learning resource owned or leased by an organization.
LearningResource,hasLearningResourceType,has_learning_resource_type,The predominate type or kind characterizing the learning resource.
RoleAttendanceEvent,hasLeaveEventType,has_leave_event_type,The type of the leave event.
EarlyLearningStaffEducation,hasLevelOfSpecializationInEarlyLearning,has_level_of_specialization_in_early_learning,The extent to which a person concentrates upon a particular subject matter area during his or her period of study at an educational institution.
K12StudentLiteracyAssessment,hasLiteracyAssessmentAdministeredType,has_literacy_assessment_administered_type,The type of literacy test administered.
K12StudentLiteracyAssessment,hasLiteracyGoalMetStatus,has_literacy_goal_met_status,"The participant showed ""significant learning gains"" on measures of reading, the definition of which is determined at the State level."
K12StudentLiteracyAssessment,hasLiteracyPostTestStatus,has_literacy_post_test_status,The participant completed a literacy post-test.
K12StudentLiteracyAssessment,hasLiteracyPreTestStatus,has_literacy_pre_test_status,The participant completed a literacy pre-test.
LocalEducationAgency,hasLocalEducationAgencyFederalReporting,has_local_education_agency_federal_reporting,References federal reporting status values and counts for an LEA.
K12FederalFundAllocation,hasLEAFundsTransferType,has_lea_funds_transfer_type,An indication of the type of transfer for an LEAs that transferred funds from an eligible program to another eligible program.
LocalEducationAgency,hasLEAImprovementStatus,has_lea_improvement_status,An indication of the improvement stage for AYP of the local education agency (LEA).
LocalEducationAgency,hasLEAOperationalDetail,has_lea_operational_detail,"References the classification of the operational condition of a Local Education Agency, including status and effective date."
LEAOperationalDetail,hasLEAOperationalStatus,has_lea_operational_status,The classification of the operational condition of a local education agency (LEA) at the start of the school year.
LocalEducationAgency,hasLocalEducationAgencyPolicy,has_local_education_agency_policy,References information related to policies within a K12 location education agency.
LocalEducationAgency,hasLocalEducationAgencyPreKEligibility,has_local_education_agency_pre_k_eligibility,References the groups of students for whom pre-kindergarten is available.
LocalEducationAgency,hasLocalEducationAgencyPreKEligibleAgesIDEA,has_local_education_agency_pre_k_eligible_ages_idea,References the ages of children not served under IDEA to whom the LEA's pre-kindergarten services are available.
LocalEducationAgency,hasLocalEducationAgencySafeDrugFree,has_local_education_agency_safe_drug_free,References information about the LEA's performance under the Safe and Drug-Free Schools and Communities act.
LocalEducationAgency,hasLocalEducationAgencyTitleISupportService,has_local_education_agency_title_i_support_service,References the type of support services provided to students in Title I programs by an LEA.
LocalEducationAgency,hasLocalEducationAgencyTitleIIIProfessionalDevelopment,has_local_education_agency_title_iii_professional_development,References the type of Title III professional development utilized by an LEA.
K12FederalFundAllocation,hasLeaTransferabilityOfFunds,has_lea_transferability_of_funds,Did the State transfer funds under the State Transferability authority of Section 6123(a).
JobDetail,hasLocalJobCategory,has_local_job_category,A local code used to describe and classify the job.
JobDetail,hasLocalJobFunction,has_local_job_function,A local code indicating the broad business activity supported by the job.
LocationAddress,hasLocale,has_locale,A general geographic classification that describes the type of area where a school is located.
CredentialDefinition,hasLowGradeLevel,has_low_grade_level,The lowest grade level when referring to grade levels as a range.
PersonStatus,hasLowIncomeStatus,has_low_income_status,"A person who receives or is a member of a family who receives a total family income in the 6 months prior to enrollment of 70 percent of the income standard for a family of that size or that does not exceed the poverty line, or the person is receiving or is a member of a family who is receiving cash assistance payments from Federal, State, or local agencies or food stamps, or the person can be designated as homeless under the McKinney Act."
K12SchoolStatus,hasMagnetOrSpecialProgramEmphasisSchool,has_magnet_or_special_program_emphasis_school,"A school that has been designed: 1) to attract students of different racial/ethnic backgrounds for the purpose of reducing, preventing, or eliminating racial isolation; and/or 2)to provide an academic or social focus on a particular theme (e.g., science/math, performing arts, gifted/talented, career academy or foreign language)."
K12School,hasMagnetOrSpecialProgramEmphasisType,has_magnet_or_special_program_emphasis_type,The type of emphasis a school or special program has as it relates to its population.
PersonStatus,hasMaritalStatus,has_marital_status,The marital status of the person as of today.
PostsecondaryStudentDemographic,hasMaternalGuardianEducation,has_maternal_guardian_education,The highest level of education attained by a person's mother or maternal guardian
PersonHealth,hasMedicalAlertIndicator,has_medical_alert_indicator,Alert indicator for a medical/health condition.
PostsecondaryStaffEmployment,hasMedicalSchoolStaffStatus,has_medical_school_staff_status,"Staff employed by or employees working in the medical school component of a postsecondary institution or in a free standing medical school. Does not include staff employed by or employees working strictly in a hospital associated with a medical school or those who work in health or allied health schools or departments such as dentistry, veterinary medicine, nursing or dental hygiene."
AccessibilityFeature,hasMedicalSupportType,has_medical_support_type,The type of support for a person with a medical condition.
Membership,hasMembershipApplication,has_membership_application,"References information related to a person applying for a specifing role in an organization (e.g., applying for college, applying to be enrolled in a program)."
Membership,hasMembershipFullTimeEquivalency,has_membership_full_time_equivalency,References information about the percentage of full-time equivalent work that a person contributes in a specific role for an organization.
Membership,hasMembershipRelationship,has_membership_relationship,The relationship between two Memberships.
IndividualizedProgramService,hasMethodOfServiceDelivery,has_method_of_service_delivery,The method by which the services will be provided.
AssessmentResult,hasMetricType,has_metric_type,The measurement scale or level of measurement for a variable.
ProgramParticipationMigrant,hasMEPContinuationOfServicesStatus,has_mep_continuation_of_services_status,An indication that migrant children are receiving instructional or support services under the continuation of services authority ESEA Title III Section 1304(e)(2)-(3).
ProgramParticipationMigrant,hasMigrantEducationProgramEnrollmentType,has_migrant_education_program_enrollment_type,The type of school/migrant education project in which instruction and/or support services are provided.
ProgramParticipation,hasMigrantEducationProgramParticipationStatus,has_migrant_education_program_participation_status,An indicator of whether the student is served by a Migrant Education Program (MEP).
ProgramParticipationMigrant,hasMigrantEducationProgramProjectBased,has_migrant_education_program_project_based,Indicates the type of MEP project based on the location where the MEP services are held.
K12ProgramOrService,hasMigrantEducationProgramProjectType,has_migrant_education_program_project_type,Type of project funded in whole or in part by MEP funds.
ProgramParticipationMigrant,hasMigrantEducationProgramServicesType,has_migrant_education_program_services_type,The type of services received by participating migrant students in the migrant education program (MEP).
K12ProgramOrService,hasMigrantEducationProgramSessionType,has_migrant_education_program_session_type,The time of year that a Migrant Education Program operates.
K12StaffAssignment,hasMigrantEducationProgramStaffCategory,has_migrant_education_program_staff_category,"Titles of employment, official status, or rank of staff working in the Migrant Education Program (MEP)."
ProgramParticipationMigrant,hasMigrantPrioritizedForServices,has_migrant_prioritized_for_services,"An indication that a migratory child 1) is failing to meet, or most at risk of failing to meet, the state's challenging academic content standards and student academic achievement standards; and 2) has experienced interruptions in their education during the regular school year."
PersonStatus,hasMigrantStatus,has_migrant_status,"Persons who are, or whose parents or spouses are, migratory agricultural workers, including migratory dairy workers, or migratory fishers, and who, in the preceding 36 months, in order to obtain, or accompany such parents or spouses, in order to obtain, temporary or seasonal employment in agricultural or fishing work (A) have moved from one LEA to another; (B) in a state that comprises a single LEA, have moved from one administrative area to another within such LEA; or (C) reside in an LEA of more than 15,000 square miles, and migrate a distance of 20 miles or more to a temporary residence to engage in a fishing activity."
PersonMilitary,hasMilitaryBranch,has_military_branch,"A branch of the U.S. Military applicable for specifying more details when using Military Connected Student Indicator, Military Active Student Indicator, Military Veteran Student Indicator, and Military Enlistment After Exit elements."
PersonMilitaryCampaigns,hasMilitaryCampaigns,has_military_campaigns,A military campaign in which the person has been involved during the service period.
PersonMilitary,hasMilitaryConnectedStudentIndicator,has_military_connected_student_indicator,"An indication that the student's parent or guardian is on Active Duty, in the National Guard, or in the Reserve components of the United States military services"
PersonMilitary,hasMilitaryCountry,has_military_country,The unique two character International Organization for Standardization (ISO) code for the country in whose military a person serves or served.
PersonMilitaryDeployment,hasMilitaryDeploymentStatusCode,has_military_deployment_status_code,Deployment status code issued to military personnel by the U.S. military.
PersonMilitary,hasMilitaryDischargeCategory,has_military_discharge_category,A kind of discharge a person received from military services.
PersonMilitaryDuties,hasMilitaryDuties,has_military_duties,A description of the duties encompassed within a period of military service.
WorkforceEmploymentQuarterlyData,hasMilitaryEnlistmentAfterExit,has_military_enlistment_after_exit,"An individual who is a member of the uniformed armed forces of the United States as reported through FEDES after exiting secondary, postsecondary, or adult education or workforce programs."
PersonMilitaryExpertise,hasMilitaryExpertise,has_military_expertise,A list of expertise that the person developed during the service period.
PersonMilitary,hasMilitaryVeteranStatusIndicator,has_military_veteran_status_indicator,"An indication that a person is a veteran who served on Active Duty, in the National Guard, or in the Reserve components of the United States military services."
PostsecondaryInstitution,hasMostPrevalentLevelOfInstitution,has_most_prevalent_level_of_institution,A classification of a postsecondary institution's most prevalent level.
PersonHealthBirth,hasMultipleBirthIndicator,has_multiple_birth_indicator,"An indication that the person is a twin, triplet, etc."
AssessmentItem,hasNAEPAspectsOfReading,has_naep_aspects_of_reading,Aspects of reading defined by the National Assessment of Educational Progress (NAEP 2005b Framework).
AssessmentItem,hasNAEPMathematicalComplexityLevel,has_naep_mathematical_complexity_level,Complexity levels defined by the National Assessment of Educational Progress (NAEP 2005a Framework).
PostsecondaryCourse,hasNCESCollegeCourseMapCode,has_nces_college_course_map_code,A taxonomy system for coding postsecondary courses in NCES research studies.
PostsecondaryCourse,hasNCAAEligibility,has_ncaa_eligibility,An indication that the course is approved for determining NCAA eligibility.
PersonMilitary,hasNationalGuardIndicator,has_national_guard_indicator,A person's current membership status in the United States National Guard.
K12StudentEnrollment,hasNationalSchoolLunchProgramDirectCertificationIndicator,has_national_school_lunch_program_direct_certification_indicator,Indicates that the student's National School Lunch Program (NSLP) eligibility has been determined through direct certification.
ProgramParticipationNeglected,hasNeglectedProgramType,has_neglected_program_type,"The type of neglected programs under Title I, Part D, Subpart 1 (State Agency) of ESEA as amended."
ProgramParticipationNeglected,hasNeglectedOrDelinquentAcademicAchievementIndicator,has_neglected_or_delinquent_academic_achievement_indicator,"Student was served by Title I, Part D, Subpart 1 of ESEA as amended for at least 90 consecutive days during the reporting period who took both a pre- and post-test."
ProgramParticipationNeglected,hasNeglectedOrDelinquentAcademicOutcomeIndicator,has_neglected_or_delinquent_academic_outcome_indicator,"Student was served by Title I, Part D, Subpart 2 of ESEA as amended for at least 90 consecutive days during the reporting period who took both a pre- and post-test."
ProgramParticipationNeglected,hasNeglectedOrDelinquentLongTermStatus,has_neglected_or_delinquent_long_term_status,"An indication that students were served for at least 90 consecutive days during the reporting period by Title I, Part D of ESEA as amended."
ProgramParticipationNeglected,hasNeglectedOrDelinquentObtainedEmployment,has_neglected_or_delinquent_obtained_employment,An indication that a Neglected or Delinquent student obtained employment.
ProgramParticipationNeglected,hasNeglectedOrDelinquentProgramEnrollmentSubpart,has_neglected_or_delinquent_program_enrollment_subpart,"Indicates the Title I, Part D subpart under which a student is enrolled in a program for neglected or delinquent students, as defined in the Elementary and Secondary Education Act (ESEA), as amended."
ProgramParticipationNeglected,hasNeglectedOrDelinquentProgramType,has_neglected_or_delinquent_program_type,"The type of program under ESEA Title I, Part D, Subpart 1 (state programs) or Subpart 2 (LEA)."
ProgramParticipation,hasNeglectedOrDelinquentStatus,has_neglected_or_delinquent_status,"An indication that the student is participating in programs for neglected or delinquent students (N or D) under Title I, Part D, Subpart 1 (state agencies) or Subpart 2 (local agencies) of ESEA as amended."
K12StudentEnrollment,hasNonpromotionReason,has_nonpromotion_reason,The primary reason as to why a staff member determined that a student should not be promoted (or be demoted).
PostsecondaryProgram,hasNormalLengthOfTimeForCompletionUnits,has_normal_length_of_time_for_completion_units,The unit of measurement for length of time for completion.
PostsecondaryStudentDemographic,hasNumberOfDependentsType,has_number_of_dependents_type,The student's relationship to the dependents who live with the student or receive more than half of the student's support
OrganizationPolicy,hasOngoingHealthScreeningPolicy,has_ongoing_health_screening_policy,An indication of whether a program requires that all children are receiving ongoing health screenings.
PostsecondaryStudentEnrollment,hasOralDefenseCompletedIndicator,has_oral_defense_completed_indicator,"An indication of the individual's completion of an oral defense. The requirement to conduct an oral defense by doctoral individuals may vary across institutions, programs, or fields of study."
Organization,hasOrganizationAccreditation,has_organization_accreditation,References the accreditation status of an organization and accreditation agency.
Organization,hasOrganizationCalendar,has_organization_calendar,"References information that represents a calendar owned by an Organization. The details of the calendar are defined by OrganizationCalendarEvent, OrganizationCalendarDay, OrganizationCalendarSession, and OrganizationCalendarCrisis."
Organization,hasOrganizationCalendarCrisis,has_organization_calendar_crisis,"References information about the unschehduled exceptions to the calendar such as a natural disaster, that causes closing of a school or the displacement of students from a school or institution over multiple days, weeks or months."
OrganizationCalendar,hasOrganizationCalendarDay,has_organization_calendar_day,References information about the naming of days within the regular schedule.
Organization,hasOrganizationEmail,has_organization_email,References an email address for an organization.
Organization,hasOrganizationEmployeeBenefit,has_organization_employee_benefit,References information about employee benefits linked to an organization.
Organization,hasOrganizationFederalAccountability,has_organization_federal_accountability,References information on the status of the organization on various federal accountability measures.
FacilityFinancial,hasOrganizationFinancial,has_organization_financial,References the intersection of FinancialAccount and OrganizationCalendarSession (representing an AccountingPeriod) and containing the values for that accounting period.
OrganizationIdentification,hasOrganizationIdentificationSystem,has_organization_identification_system,"A coding scheme that is used for identification and record-keeping purposes by schools, social services, or other agencies to refer to an organization."
Organization,hasOrganizationIdentification,has_organization_identification,"A unique number or alphanumeric code assigned to an organization by a school, school system, a state, or other agency or entity."
Organization,hasOrganizationImage,has_organization_image,References an photo linked to an organization.
Organization,hasOrganizationIndicator,has_organization_indicator,References any sort of indicator/metric/measure that is tracked at the organization level
Organization,hasOrganizationIndirectCostRate,has_organization_indirect_cost_rate,References information about the an organizations indirect cost rate.
Organization,hasOrganizationJurisdiction,has_organization_jurisdiction,References information related to the jurisdiction of an organization.
EarlyLearningOrganizationMonitoring,hasOrganizationMonitoringNotifications,has_organization_monitoring_notifications,Whether the organization received notification about monitoring
Organization,hasOrganizationOperationalDetail,has_organization_operational_detail,"The current status of the organization's operations, exclusive of scheduled breaks, holidays, or other temporary interruptions."
OrganizationOperationalDetail,hasOrganizationOperationalStatus,has_organization_operational_status,"The current status of the organization's operations, exclusive of scheduled breaks, holidays, or other temporary interruptions."
Organization,hasOrganizationPolicy,has_organization_policy,"References organizational policies. Examples would include Immunization Policy, Referral Policy, Language Translation Policy, Employee Policy."
Organization,hasOrganizationPopulationServed,has_organization_population_served,References aggregate information related to persons being served by an organization.
Program,hasOrganizationProgramType,has_organization_program_type,"References the instructional or non-instructional programs, activities and procedures designed to accomplish a predetermined educational objective or set of objectives or to provide support services to person and/or the community."
Organization,hasOrganizationProjectBasedLearning,has_organization_project_based_learning,References information related to project bassed learning offered by an organization.
Organization,hasOrganizationRelationship,has_organization_relationship,References the relationship of one organization to another.
OrganizationRelationship,hasOrganizationRelationshipObject,has_organization_relationship_object,The organization that is the object or recipient of the relationship.
OrganizationRelationship,hasOrganizationRelationshipSubject,has_organization_relationship_subject,The organization that is the subject or initiator of the relationship.
OrganizationRelationship,hasOrganizationRelationshipType,has_organization_relationship_type,The nature of one organization's relationship to another.
Organization,hasOrganizationSalaryScheduleCriteria,has_organization_salary_schedule_criteria,References criteria defined by an organization used to determine a salary schedule.
OrganizationSalaryScheduleCriteriaValueSalary,hasOrganizationSalaryScheduleCriteriaValue,has_organization_salary_schedule_criteria_value,References the possible values associated with the criteria.
Organization,hasOrganizationSalaryScheduleCriteriaValueSalary,has_organization_salary_schedule_criteria_value_salary,References the relationship between the salary schedule criteria value and the salary schedule salary value.
Organization,hasOrganizationService,has_organization_service,References information about the types of services offered by an organization.
Organization,hasOrganizationTechnicalAssistance,has_organization_technical_assistance,References the types of technical assistance being deliverd to an organization such as a provider of early learning services.
Organization,hasOrganizationTitle,has_organization_title,"The name of a non-person entity such as an organization, institution, agency or business."
Organization,hasOrganizationType,has_organization_type,The type of educational organization or entity.
Organization,hasOrganizationWebsite,has_organization_website,References the website URL for an organization.
PersonOtherName,hasOtherNameType,has_other_name_type,"The types of previous, alternate or other names for a person."
EarlyLearningChildDemographic,hasOtherRaceIndicator,has_other_race_indicator,"Race other than American Indian, Black, Asian, White, Native Pacific Islander"
PostsecondaryStudentAcademicAward,hasPESCAwardLevelType,has_pesc_award_level_type,"An indicator of the category of award conferred by a college, university, or other postsecondary education institution as official recognition for the successful completion of a program of study."
StaffCredential,hasParaprofessionalQualificationStatus,has_paraprofessional_qualification_status,An indication of whether paraprofessionals are classified as qualified for their assignment according to state definition.
PersonFamily,hasParentCommunicationMethod,has_parent_communication_method,The types of communication methods with parents.
ProgramParticipationSpecialEducation,hasPartBPostsecondaryOutcomesIndicator,has_part_b_postsecondary_outcomes_indicator,An indication of the status of a person within one year of leaving secondary school and who had an individualized education program in effect at the time they left secondary school.
OrganizationEmployeeBenefit,hasPartTimeEmployeeBenefits,has_part_time_employee_benefits,The benefits offered by a program/facility/employer for part-time staff.
