entity,attribute_camel,attribute_snake,description
edFi_academicWeek,id,id,
edFi_academicWeek,weekIdentifier,week_identifier,The school label for the week.
edFi_academicWeek,schoolReference,school_reference,
edFi_academicWeek,beginDate,begin_date,"The start date for the academic week.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_academicWeek,endDate,end_date,"The end date for the academic week.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_academicWeek,totalInstructionalDays,total_instructional_days,The total instructional days during the academic week.
edFi_academicWeekReference,schoolId,school_id,"The identifier assigned to a school. It must be distinct from any other identifier assigned to educational organizations, such as a LocalEducationAgencyId, to prevent duplication."
edFi_academicWeekReference,weekIdentifier,week_identifier,The school label for the week.
edFi_academicWeekReference,link,link,
edFi_accountabilityRating,id,id,
edFi_accountabilityRating,ratingTitle,rating_title,The title of the rating.
edFi_accountabilityRating,educationOrganizationReference,education_organization_reference,
edFi_accountabilityRating,schoolYearTypeReference,school_year_type_reference,
edFi_accountabilityRating,rating,rating,"An accountability rating level, designation, or assessment."
edFi_accountabilityRating,ratingDate,rating_date,The date the rating was awarded.
edFi_accountabilityRating,ratingOrganization,rating_organization,The organization that assessed the rating.
edFi_accountabilityRating,ratingProgram,rating_program,"The program associated with the accountability rating (e.g., NCLB, AEIS)."
edFi_applicantProfile,id,id,
edFi_applicantProfile,applicantProfileIdentifier,applicant_profile_identifier,Identifier assigned to a person making formal application for entrance into a program or an open staff position.
edFi_applicantProfile,addresses,addresses,"An unordered collection of applicantProfileAddresses. The set of elements that describes an address, including the street address, city, state, and ZIP code."
edFi_applicantProfile,applicantCharacteristics,applicant_characteristics,An unordered collection of applicantProfileApplicantCharacteristics. Reflects important characteristics of the applicant's home situation.
edFi_applicantProfile,backgroundChecks,background_checks,An unordered collection of applicantProfileBackgroundChecks. Applicant background check history and disposition.
edFi_applicantProfile,birthDate,birth_date,"The month, day, and year on which an individual was born."
edFi_applicantProfile,citizenshipStatusDescriptor,citizenship_status_descriptor,An indicator of whether or not the person is a U.S. citizen.
edFi_applicantProfile,disabilities,disabilities,An unordered collection of applicantProfileDisabilities. The disability condition(s) that best describes an individual's impairment.
edFi_applicantProfile,economicDisadvantageDescriptor,economic_disadvantage_descriptor,"An indication of inadequate financial condition of an individual's family, as determined by family income, number of family members/dependents, participation in public assistance programs, and/or other characteristics considered relevant by federal, state, and local policy."
edFi_applicantProfile,educatorPreparationProgramNames,educator_preparation_program_names,An unordered collection of applicantProfileEducatorPreparationProgramNames. The teacher preparation program(s) completed by the teacher.
edFi_applicantProfile,electronicMails,electronic_mails,"An unordered collection of applicantProfileElectronicMails. The numbers, letters, and symbols used to identify an electronic mail (e-mail) user within the network to which the individual or organization belongs."
edFi_applicantProfile,firstGenerationStudent,first_generation_student,Indicator of whether individual is a first generation college student.
edFi_applicantProfile,firstName,first_name,"A name given to an individual at birth, baptism, or during another naming ceremony, or through legal change."
edFi_applicantProfile,genderIdentity,gender_identity,The gender the person identifies themselves as.
edFi_applicantProfile,generationCodeSuffix,generation_code_suffix,"An appendage, if any, used to denote an individual's generation in his family (e.g., Jr., Sr., III)."
edFi_applicantProfile,gradePointAverages,grade_point_averages,An unordered collection of applicantProfileGradePointAverages. Data that provides information on a measure of average performance in a group of courses taken by an individual.
edFi_applicantProfile,highestCompletedLevelOfEducationDescriptor,highest_completed_level_of_education_descriptor,The extent of formal instruction an individual has received.
edFi_applicantProfile,highlyQualifiedAcademicSubjects,highly_qualified_academic_subjects,"An unordered collection of applicantProfileHighlyQualifiedAcademicSubjects. The academic subject(s) in which the staff is deemed to be ""highly qualified""."
edFi_applicantProfile,highlyQualifiedTeacher,highly_qualified_teacher,An indication of whether a teacher is classified as highly qualified for his/her assignment according to state definition. This attribute indicates the teacher is highly qualified for all sections being taught.
edFi_applicantProfile,hispanicLatinoEthnicity,hispanic_latino_ethnicity,"An indication that the individual traces his or her origin or descent to Mexico, Puerto Rico, Cuba, Central, and South America, and other Spanish cultures, regardless of race. The term, ""Spanish origin,"" can be used in addition to ""Hispanic or Latino""."
edFi_applicantProfile,identificationDocuments,identification_documents,An unordered collection of applicantProfileIdentificationDocuments. Describe the documentation of citizenship.
edFi_applicantProfile,internationalAddresses,international_addresses,An unordered collection of applicantProfileInternationalAddresses. The set of elements that describes an international address.
edFi_applicantProfile,languages,languages,An unordered collection of applicantProfileLanguages. The language(s) the individual uses to communicate.
edFi_applicantProfile,lastSurname,last_surname,The name borne in common by members of a family.
edFi_applicantProfile,maidenName,maiden_name,The individual's maiden name.
edFi_applicantProfile,middleName,middle_name,"A secondary name given to an individual at birth, baptism, or during another naming ceremony."
edFi_applicantProfile,personalIdentificationDocuments,personal_identification_documents,"An unordered collection of applicantProfilePersonalIdentificationDocuments. The documents presented as evident to verify one's personal identity; for example: drivers license, passport, birth certificate, etc."
edFi_applicantProfile,personalTitlePrefix,personal_title_prefix,"A prefix used to denote the title, degree, position, or seniority of the individual."
edFi_applicantProfile,preferredFirstName,preferred_first_name,"The first name the individual prefers, if different from their legal first name"
edFi_applicantProfile,preferredLastSurname,preferred_last_surname,"The last name the individual prefers, if different from their legal last name"
edFi_applicantProfile,races,races,"An unordered collection of applicantProfileRaces. The general racial category which most clearly reflects the individual's recognition of his or her community or with which the individual most identifies. The way this data element is listed, it must allow for multiple entries so that each individual can specify all appropriate races."
edFi_applicantProfile,sexDescriptor,sex_descriptor,A person's birth sex.
edFi_applicantProfile,telephones,telephones,"An unordered collection of applicantProfileTelephones. The 10-digit telephone number, including the area code, for the person."
edFi_applicantProfile,visas,visas,An unordered collection of applicantProfileVisas. An indicator of a non-US citizen's Visa type.
edFi_applicantProfile,yearsOfPriorProfessionalExperience,years_of_prior_professional_experience,The total number of years that an individual has previously held a similar professional position in one or more education institutions.
edFi_applicantProfile,yearsOfPriorTeachingExperience,years_of_prior_teaching_experience,The total number of years that an individual has previously held a teaching position in one or more education institutions.
edFi_applicantProfileAddress,addressTypeDescriptor,address_type_descriptor,"The type of address listed for an individual or organization.    For example:  Physical Address, Mailing Address, Home Address, etc.)"
edFi_applicantProfileAddress,stateAbbreviationDescriptor,state_abbreviation_descriptor,The abbreviation for the state (within the United States) or outlying area in which an address is located.
edFi_applicantProfileAddress,city,city,The name of the city in which an address is located.
edFi_applicantProfileAddress,postalCode,postal_code,The five or nine digit zip code or overseas postal code portion of an address.
edFi_applicantProfileAddress,streetNumberName,street_number_name,The street number and street name or post office box number of an address.
edFi_applicantProfileAddress,localeDescriptor,locale_descriptor,"A general geographic indicator that categorizes U.S. territory (e.g., City, Suburban)."
edFi_applicantProfileAddress,apartmentRoomSuiteNumber,apartment_room_suite_number,"The apartment, room, or suite number of an address."
edFi_applicantProfileAddress,buildingSiteNumber,building_site_number,"The number of the building on the site, if more than one building shares the same address."
edFi_applicantProfileAddress,congressionalDistrict,congressional_district,The congressional district in which an address is located.
edFi_applicantProfileAddress,countyFIPSCode,county_fips_code,"The Federal Information Processing Standards (FIPS) numeric code for the county issued by the National Institute of Standards and Technology (NIST). Counties are considered to be the ""first-order subdivisions"" of each State and statistically equivalent entity, regardless of their local designations (county, parish, borough, etc.) Counties in different States will have the same code. A unique county number is created when combined with the 2-digit FIPS State Code."
edFi_applicantProfileAddress,doNotPublishIndicator,do_not_publish_indicator,An indication that the address should not be published.
edFi_applicantProfileAddress,latitude,latitude,The geographic latitude of the physical address.
edFi_applicantProfileAddress,longitude,longitude,The geographic longitude of the physical address.
edFi_applicantProfileAddress,nameOfCounty,name_of_county,"The name of the county, parish, borough, or comparable unit (within a state) in which an address is located."
edFi_applicantProfileAddress,periods,periods,"An unordered collection of applicantProfileAddressPeriods. The time periods for which the address is valid. For physical addresses, the periods in which the person lived at that address."
edFi_applicantProfileAddressPeriod,beginDate,begin_date,"The month, day, and year for the start of the period.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_applicantProfileAddressPeriod,endDate,end_date,"The month, day, and year for the end of the period.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_applicantProfileApplicantCharacteristic,studentCharacteristicDescriptor,student_characteristic_descriptor,The characteristic designated for the student applicant.
edFi_applicantProfileApplicantCharacteristic,beginDate,begin_date,"The date the characteristic was designated. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_applicantProfileApplicantCharacteristic,designatedBy,designated_by,"The person, organization, or department that designated the characteristic."
edFi_applicantProfileApplicantCharacteristic,endDate,end_date,"The date the characteristic was removed. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_applicantProfileBackgroundCheck,backgroundCheckTypeDescriptor,background_check_type_descriptor,The type of background check.
edFi_applicantProfileBackgroundCheck,backgroundCheckStatusDescriptor,background_check_status_descriptor,The status of the background check.
edFi_applicantProfileBackgroundCheck,backgroundCheckCompletedDate,background_check_completed_date,The date the background check was completed.
edFi_applicantProfileBackgroundCheck,backgroundCheckRequestedDate,background_check_requested_date,The date the background check was requested.
edFi_applicantProfileBackgroundCheck,fingerprint,fingerprint,Indicates that a person has or has not completed a fingerprint.
edFi_applicantProfileDisability,disabilityDescriptor,disability_descriptor,A disability category that describes a individual's impairment.
edFi_applicantProfileDisability,disabilityDeterminationSourceTypeDescriptor,disability_determination_source_type_descriptor,The source that provided the disability determination.
edFi_applicantProfileDisability,disabilityDiagnosis,disability_diagnosis,A description of the disability diagnosis.
edFi_applicantProfileDisability,orderOfDisability,order_of_disability,"The order by severity of individual's disabilities: 1- Primary, 2 -  Secondary, 3 - Tertiary, etc."
edFi_applicantProfileDisability,designations,designations,"An unordered collection of applicantProfileDisabilityDesignations. Whether the disability is IDEA, Section 504, or other disability designation."
edFi_applicantProfileDisabilityDesignation,disabilityDesignationDescriptor,disability_designation_descriptor,"Whether the disability is IDEA, Section 504, or other disability designation."
edFi_applicantProfileEducatorPreparationProgramName,educatorPreparationProgramName,educator_preparation_program_name,The teacher preparation program(s) completed by the teacher.
edFi_applicantProfileElectronicMail,electronicMailTypeDescriptor,electronic_mail_type_descriptor,"The type of email listed for an individual or organization. For example: Home/Personal, Work, etc.)"
edFi_applicantProfileElectronicMail,electronicMailAddress,electronic_mail_address,The electronic mail (e-mail) address listed for an individual or organization.
edFi_applicantProfileElectronicMail,doNotPublishIndicator,do_not_publish_indicator,An indication that the electronic email address should not be published.
edFi_applicantProfileElectronicMail,primaryEmailAddressIndicator,primary_email_address_indicator,An indication that the electronic mail address should be used as the principal electronic mail address for an individual or organization.
edFi_applicantProfileGradePointAverage,gradePointAverageTypeDescriptor,grade_point_average_type_descriptor,The system used for calculating the grade point average for an individual.
edFi_applicantProfileGradePointAverage,gradePointAverageValue,grade_point_average_value,The value of the grade points earned divided by the number of credits attempted.
edFi_applicantProfileGradePointAverage,isCumulative,is_cumulative,Indicator of whether or not the Grade Point Average value is cumulative.
edFi_applicantProfileGradePointAverage,maxGradePointAverageValue,max_grade_point_average_value,The maximum value for the grade point average.
edFi_applicantProfileHighlyQualifiedAcademicSubject,academicSubjectDescriptor,academic_subject_descriptor,"The academic subject(s) in which the staff is deemed to be ""highly qualified""."
edFi_applicantProfileIdentificationDocument,identificationDocumentUseDescriptor,identification_document_use_descriptor,The primary function of the document used for establishing identity.
edFi_applicantProfileIdentificationDocument,personalInformationVerificationDescriptor,personal_information_verification_descriptor,The category of the document relative to its purpose.
edFi_applicantProfileIdentificationDocument,issuerCountryDescriptor,issuer_country_descriptor,Country of origin of the document. It is strongly recommended that entries use only ISO 3166 2-letter country codes.
edFi_applicantProfileIdentificationDocument,documentExpirationDate,document_expiration_date,"The day when the document  expires, if null then never expires."
edFi_applicantProfileIdentificationDocument,documentTitle,document_title,The title of the document given by the issuer.
edFi_applicantProfileIdentificationDocument,issuerDocumentIdentificationCode,issuer_document_identification_code,The unique identifier on the issuer's identification system.
edFi_applicantProfileIdentificationDocument,issuerName,issuer_name,Name of the entity or institution that issued the document.
edFi_applicantProfileInternationalAddress,addressTypeDescriptor,address_type_descriptor,"The type of address listed for an individual or organization. For example:  Physical Address, Mailing Address, Home Address, etc.)"
edFi_applicantProfileInternationalAddress,countryDescriptor,country_descriptor,The name of the country. It is strongly recommended that entries use only ISO 3166 2-letter country codes.
edFi_applicantProfileInternationalAddress,addressLine1,address_line1,The first line of the address.
edFi_applicantProfileInternationalAddress,addressLine2,address_line2,The second line of the address.
edFi_applicantProfileInternationalAddress,addressLine3,address_line3,The third line of the address.
edFi_applicantProfileInternationalAddress,addressLine4,address_line4,The fourth line of the address.
edFi_applicantProfileInternationalAddress,beginDate,begin_date,"The first date the address is valid. For physical addresses, the date the individual moved to that address.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_applicantProfileInternationalAddress,endDate,end_date,"The last date the address is valid. For physical addresses, the date the individual moved from that address.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_applicantProfileInternationalAddress,latitude,latitude,The geographic latitude of the physical address.
edFi_applicantProfileInternationalAddress,longitude,longitude,The geographic longitude of the physical address.
edFi_applicantProfileLanguage,languageDescriptor,language_descriptor,A specification of which written or spoken communication is being used.
edFi_applicantProfileLanguage,uses,uses,"An unordered collection of applicantProfileLanguageUses. A description of how the language is used (e.g. Home Language, Native Language, Spoken Language)."
edFi_applicantProfileLanguageUse,languageUseDescriptor,language_use_descriptor,"A description of how the language is used (e.g. Home Language, Native Language, Spoken Language)."
edFi_applicantProfilePersonalIdentificationDocument,identificationDocumentUseDescriptor,identification_document_use_descriptor,The primary function of the document used for establishing identity.
edFi_applicantProfilePersonalIdentificationDocument,personalInformationVerificationDescriptor,personal_information_verification_descriptor,The category of the document relative to its purpose.
edFi_applicantProfilePersonalIdentificationDocument,issuerCountryDescriptor,issuer_country_descriptor,Country of origin of the document. It is strongly recommended that entries use only ISO 3166 2-letter country codes.
edFi_applicantProfilePersonalIdentificationDocument,documentExpirationDate,document_expiration_date,"The day when the document  expires, if null then never expires."
edFi_applicantProfilePersonalIdentificationDocument,documentTitle,document_title,The title of the document given by the issuer.
edFi_applicantProfilePersonalIdentificationDocument,issuerDocumentIdentificationCode,issuer_document_identification_code,The unique identifier on the issuer's identification system.
edFi_applicantProfilePersonalIdentificationDocument,issuerName,issuer_name,Name of the entity or institution that issued the document.
edFi_applicantProfileRace,raceDescriptor,race_descriptor,"The general racial category which most clearly reflects the individual's recognition of his or her community or with which the individual most identifies. The way this data element is listed, it must allow for multiple entries so that each individual can specify all appropriate races."
edFi_applicantProfileReference,applicantProfileIdentifier,applicant_profile_identifier,Identifier assigned to a person making formal application for entrance into a program or an open staff position.
edFi_applicantProfileReference,link,link,
edFi_applicantProfileTelephone,telephoneNumberTypeDescriptor,telephone_number_type_descriptor,The type of communication number listed for an individual or organization.
edFi_applicantProfileTelephone,telephoneNumber,telephone_number,"The telephone number including the area code, and extension, if applicable."
edFi_applicantProfileTelephone,doNotPublishIndicator,do_not_publish_indicator,An indication that the telephone number should not be published.
edFi_applicantProfileTelephone,orderOfPriority,order_of_priority,"The order of priority assigned to telephone numbers to define which number to attempt first, second, etc."
edFi_applicantProfileTelephone,textMessageCapabilityIndicator,text_message_capability_indicator,An indication that the telephone number is technically capable of sending and receiving Short Message Service (SMS) text messages.
edFi_applicantProfileVisa,visaDescriptor,visa_descriptor,An indicator of a non-US citizen's Visa type.
edFi_application,id,id,
edFi_application,applicationIdentifier,application_identifier,Identifier assigned to the application for a candidate or open staff position.
edFi_application,applicantProfileReference,applicant_profile_reference,
edFi_application,educationOrganizationReference,education_organization_reference,
edFi_application,openStaffPositionReference,open_staff_position_reference,
edFi_application,academicSubjectDescriptor,academic_subject_descriptor,The academic subject for which the application is made.
edFi_application,acceptedDate,accepted_date,"The date of acceptance, if offered."
edFi_application,applicationDate,application_date,"The month, day, and year the application was submitted."
edFi_application,applicationSourceDescriptor,application_source_descriptor,Specifies the source for the application.
edFi_application,applicationStatusDescriptor,application_status_descriptor,Indicates the current status of the application.
edFi_application,currentEmployee,current_employee,Indicator as to whether the applicant is a current employee of the school district.
edFi_application,firstContactDate,first_contact_date,Date applicant was first contacted after submitting application.
edFi_application,highNeedsAcademicSubjectDescriptor,high_needs_academic_subject_descriptor,"The high need academic subject for the application, if any."
edFi_application,hireStatusDescriptor,hire_status_descriptor,Indicates the current status of the application for hire.
edFi_application,hiringSourceDescriptor,hiring_source_descriptor,The source for the application.
edFi_application,recruitmentEventAttendances,recruitment_event_attendances,An unordered collection of applicationRecruitmentEventAttendances. The recruitment event(s) associated with the application.
edFi_application,scoreResults,score_results,"An unordered collection of applicationScoreResults. A meaningful score or statistical expression of the performance of an individual. The results can be expressed as a number, percentile, range, level, etc."
edFi_application,terms,terms,An unordered collection of applicationTerms. The intended term of enrollment for which the application is being submitted.
edFi_application,withdrawDate,withdraw_date,The date the application was withdrawn by the applicant.
edFi_application,withdrawReasonDescriptor,withdraw_reason_descriptor,Reason applicant withdrew application.
edFi_applicationEvent,id,id,
edFi_applicationEvent,applicationEventTypeDescriptor,application_event_type_descriptor,Description of the application event.
edFi_applicationEvent,eventDate,event_date,"The date of the application event, or begin date if an interval. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_applicationEvent,sequenceNumber,sequence_number,The sequence number of the application events. This is used to discriminate between multiple events of the same type on the same day.
edFi_applicationEvent,applicationReference,application_reference,
edFi_applicationEvent,schoolYearTypeReference,school_year_type_reference,
edFi_applicationEvent,applicationEvaluationScore,application_evaluation_score,"The evaluation score for the application, if applicable."
edFi_applicationEvent,applicationEventResultDescriptor,application_event_result_descriptor,"The recommendation, result or conclusion of the application event."
edFi_applicationEvent,eventEndDate,event_end_date,"The end date of the event, if an interval. Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_applicationEvent,termDescriptor,term_descriptor,Defines the term of a session during the school year.
edFi_applicationRecruitmentEventAttendance,recruitmentEventAttendanceReference,recruitment_event_attendance_reference,
edFi_applicationReference,applicantProfileIdentifier,applicant_profile_identifier,Identifier assigned to a person making formal application for entrance into a program or an open staff position.
edFi_applicationReference,applicationIdentifier,application_identifier,Identifier assigned to the application for a candidate or open staff position.
edFi_applicationReference,educationOrganizationId,education_organization_id,The identifier assigned to an education organization.
edFi_applicationReference,link,link,
edFi_applicationScoreResult,assessmentReportingMethodDescriptor,assessment_reporting_method_descriptor,The method that the administrator of the assessment uses to report the performance and achievement of all students. It may be a qualitative method such as performance level descriptors or a quantitative method such as a numerical grade or cut score. More than one type of reporting method may be used.
edFi_applicationScoreResult,resultDatatypeTypeDescriptor,result_datatype_type_descriptor,"The datatype of the result. The results can be expressed as a number, percentile, range, level, etc."
edFi_applicationScoreResult,result,result,"The value of a meaningful raw score or statistical expression of the performance of an individual. The results can be expressed as a number, percentile, range, level, etc."
edFi_applicationTerm,termDescriptor,term_descriptor,The intended term of enrollment for which the application is being submitted.
edFi_assessment,id,id,
edFi_assessment,assessmentIdentifier,assessment_identifier,A unique number or alphanumeric code assigned to an assessment.
edFi_assessment,namespace,namespace,Namespace for the assessment.
edFi_assessment,educationOrganizationReference,education_organization_reference,
edFi_assessment,academicSubjectDescriptor,academic_subject_descriptor,"The description of the content or subject area (e.g., arts, mathematics, reading, stenography, a foreign language, or composite if multi-subject) of an assessment."
edFi_assessment,adaptiveAssessment,adaptive_assessment,Indicates that the assessment is adaptive.
edFi_assessment,assessedGradeLevels,assessed_grade_levels,An unordered collection of assessmentAssessedGradeLevels. The grade level(s) for which an assessment is designed. The semantics of null is assumed to mean that the assessment is not associated with any grade level.
edFi_assessment,assessmentCategoryDescriptor,assessment_category_descriptor,The category of an assessment based on format and content.
edFi_assessment,assessmentFamily,assessment_family,The assessment family this assessment is a member of.
edFi_assessment,assessmentForm,assessment_form,"Identifies the form of the assessment, for example a regular versus makeup form, multiple choice versus constructed response, etc."
edFi_assessment,assessmentTitle,assessment_title,The title or name of the assessment.
edFi_assessment,assessmentVersion,assessment_version,The version identifier for the assessment.
edFi_assessment,contentStandard,content_standard,
edFi_assessment,identificationCodes,identification_codes,"An unordered collection of assessmentIdentificationCodes. A unique number or alphanumeric code assigned to an assessment by a school, school system, a state, or other agency or entity."
edFi_assessment,languages,languages,An unordered collection of assessmentLanguages. An indication of the languages in which the assessment is designed.
edFi_assessment,maxRawScore,max_raw_score,The maximum raw score achievable across all assessment items that are correct and scored at the maximum.
edFi_assessment,nomenclature,nomenclature,Reflects the specific nomenclature used for assessment.
edFi_assessment,performanceLevels,performance_levels,"An unordered collection of assessmentPerformanceLevels. Definition of the performance levels and the associated cut scores. Three styles are supported: 1. Specification of performance level by minimum and maximum score, 2. Specification of performance level by cut score, using only minimum score, 3. Specification of performance level without any mapping to scores."
edFi_assessment,periods,periods,An unordered collection of assessmentPeriods. The period or window in which an assessment is supposed to be administered.
edFi_assessment,platformTypes,platform_types,An unordered collection of assessmentPlatformTypes. The platforms with which the assessment may be delivered.
edFi_assessment,programs,programs,An unordered collection of assessmentPrograms. The programs associated with the assessment.
edFi_assessment,revisionDate,revision_date,"The month, day, and year that the conceptual design for the assessment was most recently revised substantially."
edFi_assessment,scores,scores,An unordered collection of assessmentScores. Definition of the scores to be expected from this assessment.
edFi_assessment,sections,sections,An unordered collection of assessmentSections. The Section(s) to which the assessment is associated.
edFi_assessmentAdministration,id,id,
edFi_assessmentAdministration,administrationIdentifier,administration_identifier,The title or name of the assessment in the context of its administration.
edFi_assessmentAdministration,assessmentReference,assessment_reference,
edFi_assessmentAdministration,assigningEducationOrganizationReference,assigning_education_organization_reference,
edFi_assessmentAdministration,assessmentBatteryParts,assessment_battery_parts,An unordered collection of assessmentAdministrationAssessmentBatteryParts. A reference to the parts of the assessment battery that are offered in this administration of the assessment.
edFi_assessmentAdministration,periods,periods,An unordered collection of assessmentAdministrationPeriods. The anticipated dates for the assessment or administration window.
edFi_assessmentAdministrationAssessmentBatteryPart,assessmentBatteryPartReference,assessment_battery_part_reference,
edFi_assessmentAdministrationParticipation,id,id,
edFi_assessmentAdministrationParticipation,assessmentAdministrationReference,assessment_administration_reference,
edFi_assessmentAdministrationParticipation,participatingEducationOrganizationReference,participating_education_organization_reference,
edFi_assessmentAdministrationParticipation,administrationPointOfContacts,administration_point_of_contacts,An unordered collection of assessmentAdministrationParticipationAdministrationPointOfContacts. Pre-identified contacts for education organizations administering the assessment.
edFi_assessmentAdministrationParticipationAdministrationPointOfContact,electronicMailAddress,electronic_mail_address,The email address for the contact.
edFi_assessmentAdministrationParticipationAdministrationPointOfContact,firstName,first_name,The contact's first name.
edFi_assessmentAdministrationParticipationAdministrationPointOfContact,lastSurname,last_surname,The contact's last name.
edFi_assessmentAdministrationParticipationAdministrationPointOfContact,loginId,login_id,The login ID for the user; used for security access control interface.
edFi_assessmentAdministrationParticipationAdministrationPointOfContact,educationOrganizationReference,education_organization_reference,
edFi_assessmentAdministrationPeriod,beginDate,begin_date,"The month, day, and year for the start of the period.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_assessmentAdministrationPeriod,endDate,end_date,"The month, day, and year for the end of the period.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_assessmentAdministrationReference,administrationIdentifier,administration_identifier,The title or name of the assessment in the context of its administration.
edFi_assessmentAdministrationReference,assessmentIdentifier,assessment_identifier,A unique number or alphanumeric code assigned to an assessment.
edFi_assessmentAdministrationReference,assigningEducationOrganizationId,assigning_education_organization_id,The identifier assigned to an education organization.
edFi_assessmentAdministrationReference,namespace,namespace,Namespace for the assessment.
edFi_assessmentAdministrationReference,link,link,
edFi_assessmentAssessedGradeLevel,gradeLevelDescriptor,grade_level_descriptor,The grade level(s) for which an assessment is designed. The semantics of null is assumed to mean that the assessment is not associated with any grade level.
edFi_assessmentBatteryPart,id,id,
edFi_assessmentBatteryPart,assessmentBatteryPartName,assessment_battery_part_name,The name of the part of an assessment battery.
edFi_assessmentBatteryPart,assessmentReference,assessment_reference,
edFi_assessmentBatteryPart,objectiveAssessments,objective_assessments,An unordered collection of assessmentBatteryPartObjectiveAssessments. A reference to the objective assessment(s) that are administered by the assessment battery part.
edFi_assessmentBatteryPartObjectiveAssessment,objectiveAssessmentReference,objective_assessment_reference,
edFi_assessmentBatteryPartReference,assessmentBatteryPartName,assessment_battery_part_name,The name of the part of an assessment battery.
edFi_assessmentBatteryPartReference,assessmentIdentifier,assessment_identifier,A unique number or alphanumeric code assigned to an assessment.
edFi_assessmentBatteryPartReference,namespace,namespace,Namespace for the assessment.
edFi_assessmentBatteryPartReference,link,link,
edFi_assessmentContentStandard,publicationStatusDescriptor,publication_status_descriptor,"The publication status of the document (i.e., Adopted, Draft, Published, Deprecated, Unknown)."
edFi_assessmentContentStandard,beginDate,begin_date,"The beginning of the period during which this learning standard document is intended for use.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_assessmentContentStandard,endDate,end_date,"The end of the period during which this learning standard document is intended for use.  Note: Date interpretation may vary. Ed-Fi recommends inclusive dates, but states may define dates as inclusive or exclusive. For calculations, align with local guidelines."
edFi_assessmentContentStandard,publicationDate,publication_date,The date on which this content was first published.
edFi_assessmentContentStandard,publicationYear,publication_year,The year at which this content was first published.
edFi_assessmentContentStandard,title,title,"The name of the content standard, for example Common Core."
edFi_assessmentContentStandard,uri,uri,An unambiguous reference to the standards using a network-resolvable URI.
edFi_assessmentContentStandard,version,version,The version identifier for the content.
edFi_assessmentContentStandard,mandatingEducationOrganizationReference,mandating_education_organization_reference,
edFi_assessmentContentStandard,authors,authors,An unordered collection of assessmentContentStandardAuthors. The person or organization chiefly responsible for the intellectual content of the standard.
edFi_assessmentContentStandardAuthor,author,author,The person or organization chiefly responsible for the intellectual content of the standard.
edFi_assessmentIdentificationCode,assessmentIdentificationSystemDescriptor,assessment_identification_system_descriptor,"A coding scheme that is used for identification and record-keeping purposes by schools, social services, or other agencies to refer to an assessment."
edFi_assessmentIdentificationCode,assigningOrganizationIdentificationCode,assigning_organization_identification_code,The organization code or name assigning the assessment identification code.
edFi_assessmentIdentificationCode,identificationCode,identification_code,"A unique number or alphanumeric code assigned to an assessment by a school, school system, state, or other agency or entity."
edFi_assessmentItem,id,id,
edFi_assessmentItem,identificationCode,identification_code,"A unique number or alphanumeric code assigned to a space, room, site, building, individual, organization, program, or institution by a school, school system, state, or other agency or entity."
edFi_assessmentItem,assessmentReference,assessment_reference,
edFi_assessmentItem,assessmentItemCategoryDescriptor,assessment_item_category_descriptor,Category or type of the assessment item.
edFi_assessmentItem,assessmentItemURI,assessment_item_uri,"The URI (typical a URL) pointing to the entry in an assessment item bank, which describes this content item."
edFi_assessmentItem,expectedTimeAssessed,expected_time_assessed,The duration allotted for the assessment item expressed in minutes.
edFi_assessmentItem,itemText,item_text,The text of the item.
edFi_assessmentItem,learningStandards,learning_standards,An unordered collection of assessmentItemLearningStandards. Learning standard tested by this item.
edFi_assessmentItem,maxRawScore,max_raw_score,The maximum raw score achievable across all assessment items that are correct and scored at the maximum.
edFi_assessmentItem,nomenclature,nomenclature,Reflects the specific nomenclature used for assessment item.
